model,decoding_group,run_label,category_a,category_b,is_diagonal,n_justifications,support,joint_prevalence,prevalence_a,prevalence_b,lift
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Behavioral,False,191,27,0.14136125654450263,0.19895287958115182,0.5026178010471204,1.413651315789474
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,ClaimComparison,True,191,38,0.19895287958115182,0.19895287958115182,0.19895287958115182,
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Payoff,False,191,23,0.12041884816753927,0.19895287958115182,0.7172774869109948,0.8438340376488667
Gemma 4 4B,Greedy,greedy_t0,ClaimComparison,Uncertainty,False,191,9,0.04712041884816754,0.19895287958115182,0.4031413612565445,0.5874914559125086
Gemma 4 4B,Greedy,greedy_t0,Payoff,Mechanical,False,191,12,0.06282722513089005,0.7172774869109948,0.07329842931937172,1.194994786235662
Gemma 4 4B,Greedy,greedy_t0,Payoff,Testimony,False,191,104,0.5445026178010471,0.7172774869109948,0.7172774869109948,1.058340881240343
Gemma 4 4B,Greedy,greedy_t0,Payoff,SocialJudgment,False,191,80,0.418848167539267,0.7172774869109948,0.5392670157068062,1.0828431719934803
Gemma 4 4B,Greedy,greedy_t0,Payoff,Behavioral,False,191,58,0.3036649214659686,0.7172774869109948,0.5026178010471204,0.8423053527980535
Gemma 4 4B,Greedy,greedy_t0,Payoff,ClaimComparison,False,191,23,0.12041884816753927,0.7172774869109948,0.19895287958115182,0.8438340376488667
Gemma 4 4B,Greedy,greedy_t0,Payoff,Payoff,True,191,137,0.7172774869109948,0.7172774869109948,0.7172774869109948,
Gemma 4 4B,Greedy,greedy_t0,Payoff,Uncertainty,False,191,52,0.27225130890052357,0.7172774869109948,0.4031413612565445,0.9415110437008247
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Mechanical,False,191,3,0.015706806282722512,0.4031413612565445,0.07329842931937172,0.5315398886827458
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Testimony,False,191,48,0.2513089005235602,0.4031413612565445,0.7172774869109948,0.8690871172622997
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,SocialJudgment,False,191,37,0.193717277486911,0.4031413612565445,0.5392670157068062,0.8910603959147649
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Behavioral,False,191,35,0.18324607329842932,0.4031413612565445,0.5026178010471204,0.9043560606060607
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,ClaimComparison,False,191,9,0.04712041884816754,0.4031413612565445,0.19895287958115182,0.5874914559125086
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Payoff,False,191,52,0.27225130890052357,0.4031413612565445,0.7172774869109948,0.9415110437008247
Gemma 4 4B,Greedy,greedy_t0,Uncertainty,Uncertainty,True,191,77,0.4031413612565445,0.4031413612565445,0.4031413612565445,
Gemma 4 31B,Stochastic,run_1,Mechanical,Mechanical,True,191,101,0.5287958115183246,0.5287958115183246,0.5287958115183246,
Gemma 4 31B,Stochastic,run_1,Mechanical,Testimony,False,191,98,0.5130890052356021,0.5287958115183246,0.9685863874345549,1.001766122558202
Gemma 4 31B,Stochastic,run_1,Mechanical,SocialJudgment,False,191,20,0.10471204188481675,0.5287958115183246,0.2670157068062827,0.7416035721219182
Gemma 4 31B,Stochastic,run_1,Mechanical,Behavioral,False,191,56,0.2931937172774869,0.5287958115183246,0.6178010471204188,0.8974660177882195
Gemma 4 31B,Stochastic,run_1,Mechanical,ClaimComparison,False,191,50,0.2617801047120419,0.5287958115183246,0.5916230366492147,0.8367650924384474
Gemma 4 31B,Stochastic,run_1,Mechanical,Payoff,False,191,31,0.16230366492146597,0.5287958115183246,0.3089005235602094,0.9936230911226718
Gemma 4 31B,Stochastic,run_1,Mechanical,Uncertainty,False,191,8,0.041884816753926704,0.5287958115183246,0.11518324607329843,0.6876687668766878
Gemma 4 31B,Stochastic,run_1,Testimony,Mechanical,False,191,98,0.5130890052356021,0.9685863874345549,0.5287958115183246,1.001766122558202
Gemma 4 31B,Stochastic,run_1,Testimony,Testimony,True,191,185,0.9685863874345549,0.9685863874345549,0.9685863874345549,
Gemma 4 31B,Stochastic,run_1,Testimony,SocialJudgment,False,191,48,0.2513089005235602,0.9685863874345549,0.2670157068062827,0.9717011128775834
Gemma 4 31B,Stochastic,run_1,Testimony,Behavioral,False,191,114,0.5968586387434555,0.9685863874345549,0.6178010471204188,0.9974347228584517
Gemma 4 31B,Stochastic,run_1,Testimony,ClaimComparison,False,191,113,0.5916230366492147,0.9685863874345549,0.5916230366492147,1.0324324324324325
Gemma 4 31B,Stochastic,run_1,Testimony,Payoff,False,191,56,0.2931937172774869,0.9685863874345549,0.3089005235602094,0.9799358680714613
Gemma 4 31B,Stochastic,run_1,Testimony,Uncertainty,False,191,21,0.1099476439790576,0.9685863874345549,0.11518324607329843,0.9855036855036856
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Mechanical,False,191,20,0.10471204188481675,0.2670157068062827,0.5287958115183246,0.7416035721219182
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Testimony,False,191,48,0.2513089005235602,0.2670157068062827,0.9685863874345549,0.9717011128775834
Gemma 4 31B,Stochastic,run_1,SocialJudgment,SocialJudgment,True,191,51,0.2670157068062827,0.2670157068062827,0.2670157068062827,
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Behavioral,False,191,30,0.15706806282722513,0.2670157068062827,0.6178010471204188,0.9521435692921236
Gemma 4 31B,Stochastic,run_1,SocialJudgment,ClaimComparison,False,191,27,0.14136125654450263,0.2670157068062827,0.5916230366492147,0.8948464341488808
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Payoff,False,191,13,0.06806282722513089,0.2670157068062827,0.3089005235602094,0.8251910933865071
Gemma 4 31B,Stochastic,run_1,SocialJudgment,Uncertainty,False,191,8,0.041884816753926704,0.2670157068062827,0.11518324607329843,1.361853832442068
Gemma 4 31B,Stochastic,run_1,Behavioral,Mechanical,False,191,56,0.2931937172774869,0.6178010471204188,0.5287958115183246,0.8974660177882195
Gemma 4 31B,Stochastic,run_1,Behavioral,Testimony,False,191,114,0.5968586387434555,0.6178010471204188,0.9685863874345549,0.9974347228584517
Gemma 4 31B,Stochastic,run_1,Behavioral,SocialJudgment,False,191,30,0.15706806282722513,0.6178010471204188,0.2670157068062827,0.9521435692921236
Gemma 4 31B,Stochastic,run_1,Behavioral,Behavioral,True,191,118,0.6178010471204188,0.6178010471204188,0.6178010471204188,
Gemma 4 31B,Stochastic,run_1,Behavioral,ClaimComparison,False,191,77,0.4031413612565445,0.6178010471204188,0.5916230366492147,1.1029698515074247
Gemma 4 31B,Stochastic,run_1,Behavioral,Payoff,False,191,31,0.16230366492146597,0.6178010471204188,0.3089005235602094,0.8504740017236427
Gemma 4 31B,Stochastic,run_1,Behavioral,Uncertainty,False,191,12,0.06282722513089005,0.6178010471204188,0.11518324607329843,0.8828967642526965
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Mechanical,False,191,50,0.2617801047120419,0.5916230366492147,0.5287958115183246,0.8367650924384474
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Testimony,False,191,113,0.5916230366492147,0.5916230366492147,0.9685863874345549,1.0324324324324325
Gemma 4 31B,Stochastic,run_1,ClaimComparison,SocialJudgment,False,191,27,0.14136125654450263,0.5916230366492147,0.2670157068062827,0.8948464341488808
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Behavioral,False,191,77,0.4031413612565445,0.5916230366492147,0.6178010471204188,1.1029698515074247
Gemma 4 31B,Stochastic,run_1,ClaimComparison,ClaimComparison,True,191,113,0.5916230366492147,0.5916230366492147,0.5916230366492147,
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Payoff,False,191,29,0.1518324607329843,0.5916230366492147,0.3089005235602094,0.8308084595770211
Gemma 4 31B,Stochastic,run_1,ClaimComparison,Uncertainty,False,191,13,0.06806282722513089,0.5916230366492147,0.11518324607329843,0.998793242156074
Gemma 4 31B,Stochastic,run_1,Payoff,Mechanical,False,191,31,0.16230366492146597,0.3089005235602094,0.5287958115183246,0.9936230911226718
Gemma 4 31B,Stochastic,run_1,Payoff,Testimony,False,191,56,0.2931937172774869,0.3089005235602094,0.9685863874345549,0.9799358680714613
Gemma 4 31B,Stochastic,run_1,Payoff,SocialJudgment,False,191,13,0.06806282722513089,0.3089005235602094,0.2670157068062827,0.8251910933865071
Gemma 4 31B,Stochastic,run_1,Payoff,Behavioral,False,191,31,0.16230366492146597,0.3089005235602094,0.6178010471204188,0.8504740017236427
Gemma 4 31B,Stochastic,run_1,Payoff,ClaimComparison,False,191,29,0.1518324607329843,0.3089005235602094,0.5916230366492147,0.8308084595770211
Gemma 4 31B,Stochastic,run_1,Payoff,Payoff,True,191,59,0.3089005235602094,0.3089005235602094,0.3089005235602094,
Gemma 4 31B,Stochastic,run_1,Payoff,Uncertainty,False,191,7,0.03664921465968586,0.3089005235602094,0.11518324607329843,1.0300462249614792
Gemma 4 31B,Stochastic,run_1,Uncertainty,Mechanical,False,191,8,0.041884816753926704,0.11518324607329843,0.5287958115183246,0.6876687668766878
Gemma 4 31B,Stochastic,run_1,Uncertainty,Testimony,False,191,21,0.1099476439790576,0.11518324607329843,0.9685863874345549,0.9855036855036856
Gemma 4 31B,Stochastic,run_1,Uncertainty,SocialJudgment,False,191,8,0.041884816753926704,0.11518324607329843,0.2670157068062827,1.361853832442068
Gemma 4 31B,Stochastic,run_1,Uncertainty,Behavioral,False,191,12,0.06282722513089005,0.11518324607329843,0.6178010471204188,0.8828967642526965
Gemma 4 31B,Stochastic,run_1,Uncertainty,ClaimComparison,False,191,13,0.06806282722513089,0.11518324607329843,0.5916230366492147,0.998793242156074
Gemma 4 31B,Stochastic,run_1,Uncertainty,Payoff,False,191,7,0.03664921465968586,0.11518324607329843,0.3089005235602094,1.0300462249614792
Gemma 4 31B,Stochastic,run_1,Uncertainty,Uncertainty,True,191,22,0.11518324607329843,0.11518324607329843,0.11518324607329843,
Gemma 4 31B,Stochastic,run_2,Mechanical,Mechanical,True,191,101,0.5287958115183246,0.5287958115183246,0.5287958115183246,
Gemma 4 31B,Stochastic,run_2,Mechanical,Testimony,False,191,100,0.5235602094240838,0.5287958115183246,0.9947643979057592,0.9953100573215216
Gemma 4 31B,Stochastic,run_2,Mechanical,SocialJudgment,False,191,26,0.13612565445026178,0.5287958115183246,0.33507853403141363,0.7682549504950495
Gemma 4 31B,Stochastic,run_2,Mechanical,Behavioral,False,191,56,0.2931937172774869,0.5287958115183246,0.6230366492146597,0.8899242865463016
Gemma 4 31B,Stochastic,run_2,Mechanical,ClaimComparison,False,191,50,0.2617801047120419,0.5287958115183246,0.5392670157068062,0.9180044218014036
Gemma 4 31B,Stochastic,run_2,Mechanical,Payoff,False,191,15,0.07853403141361257,0.5287958115183246,0.23036649214659685,0.6446894689468947
Gemma 4 31B,Stochastic,run_2,Mechanical,Uncertainty,False,191,6,0.031413612565445025,0.5287958115183246,0.1256544502617801,0.47277227722772286
Gemma 4 31B,Stochastic,run_2,Testimony,Mechanical,False,191,100,0.5235602094240838,0.9947643979057592,0.5287958115183246,0.9953100573215216
Gemma 4 31B,Stochastic,run_2,Testimony,Testimony,True,191,190,0.9947643979057592,0.9947643979057592,0.9947643979057592,
Gemma 4 31B,Stochastic,run_2,Testimony,SocialJudgment,False,191,64,0.33507853403141363,0.9947643979057592,0.33507853403141363,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,Testimony,Behavioral,False,191,119,0.6230366492146597,0.9947643979057592,0.6230366492146597,1.0052631578947366
Gemma 4 31B,Stochastic,run_2,Testimony,ClaimComparison,False,191,103,0.5392670157068062,0.9947643979057592,0.5392670157068062,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,Testimony,Payoff,False,191,43,0.225130890052356,0.9947643979057592,0.23036649214659685,0.9824162679425837
Gemma 4 31B,Stochastic,run_2,Testimony,Uncertainty,False,191,24,0.1256544502617801,0.9947643979057592,0.1256544502617801,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Mechanical,False,191,26,0.13612565445026178,0.33507853403141363,0.5287958115183246,0.7682549504950495
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Testimony,False,191,64,0.33507853403141363,0.33507853403141363,0.9947643979057592,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,SocialJudgment,SocialJudgment,True,191,64,0.33507853403141363,0.33507853403141363,0.33507853403141363,
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Behavioral,False,191,41,0.21465968586387435,0.33507853403141363,0.6230366492146597,1.0282300420168067
Gemma 4 31B,Stochastic,run_2,SocialJudgment,ClaimComparison,False,191,30,0.15706806282722513,0.33507853403141363,0.5392670157068062,0.8692354368932038
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Payoff,False,191,9,0.04712041884816754,0.33507853403141363,0.23036649214659685,0.6104403409090908
Gemma 4 31B,Stochastic,run_2,SocialJudgment,Uncertainty,False,191,9,0.04712041884816754,0.33507853403141363,0.1256544502617801,1.119140625
Gemma 4 31B,Stochastic,run_2,Behavioral,Mechanical,False,191,56,0.2931937172774869,0.6230366492146597,0.5287958115183246,0.8899242865463016
Gemma 4 31B,Stochastic,run_2,Behavioral,Testimony,False,191,119,0.6230366492146597,0.6230366492146597,0.9947643979057592,1.0052631578947366
Gemma 4 31B,Stochastic,run_2,Behavioral,SocialJudgment,False,191,41,0.21465968586387435,0.6230366492146597,0.33507853403141363,1.0282300420168067
Gemma 4 31B,Stochastic,run_2,Behavioral,Behavioral,True,191,119,0.6230366492146597,0.6230366492146597,0.6230366492146597,
Gemma 4 31B,Stochastic,run_2,Behavioral,ClaimComparison,False,191,73,0.38219895287958117,0.6230366492146597,0.5392670157068062,1.1375540507465123
Gemma 4 31B,Stochastic,run_2,Behavioral,Payoff,False,191,25,0.13089005235602094,0.6230366492146597,0.23036649214659685,0.911955691367456
Gemma 4 31B,Stochastic,run_2,Behavioral,Uncertainty,False,191,10,0.05235602094240838,0.6230366492146597,0.1256544502617801,0.6687675070028012
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Mechanical,False,191,50,0.2617801047120419,0.5392670157068062,0.5287958115183246,0.9180044218014036
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Testimony,False,191,103,0.5392670157068062,0.5392670157068062,0.9947643979057592,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,ClaimComparison,SocialJudgment,False,191,30,0.15706806282722513,0.5392670157068062,0.33507853403141363,0.8692354368932038
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Behavioral,False,191,73,0.38219895287958117,0.5392670157068062,0.6230366492146597,1.1375540507465123
Gemma 4 31B,Stochastic,run_2,ClaimComparison,ClaimComparison,True,191,103,0.5392670157068062,0.5392670157068062,0.5392670157068062,
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Payoff,False,191,21,0.1099476439790576,0.5392670157068062,0.23036649214659685,0.8850397175639896
Gemma 4 31B,Stochastic,run_2,ClaimComparison,Uncertainty,False,191,9,0.04712041884816754,0.5392670157068062,0.1256544502617801,0.6953883495145632
Gemma 4 31B,Stochastic,run_2,Payoff,Mechanical,False,191,15,0.07853403141361257,0.23036649214659685,0.5287958115183246,0.6446894689468947
Gemma 4 31B,Stochastic,run_2,Payoff,Testimony,False,191,43,0.225130890052356,0.23036649214659685,0.9947643979057592,0.9824162679425837
Gemma 4 31B,Stochastic,run_2,Payoff,SocialJudgment,False,191,9,0.04712041884816754,0.23036649214659685,0.33507853403141363,0.6104403409090908
Gemma 4 31B,Stochastic,run_2,Payoff,Behavioral,False,191,25,0.13089005235602094,0.23036649214659685,0.6230366492146597,0.911955691367456
Gemma 4 31B,Stochastic,run_2,Payoff,ClaimComparison,False,191,21,0.1099476439790576,0.23036649214659685,0.5392670157068062,0.8850397175639896
Gemma 4 31B,Stochastic,run_2,Payoff,Payoff,True,191,44,0.23036649214659685,0.23036649214659685,0.23036649214659685,
Gemma 4 31B,Stochastic,run_2,Payoff,Uncertainty,False,191,8,0.041884816753926704,0.23036649214659685,0.1256544502617801,1.446969696969697
Gemma 4 31B,Stochastic,run_2,Uncertainty,Mechanical,False,191,6,0.031413612565445025,0.1256544502617801,0.5287958115183246,0.47277227722772286
Gemma 4 31B,Stochastic,run_2,Uncertainty,Testimony,False,191,24,0.1256544502617801,0.1256544502617801,0.9947643979057592,1.0052631578947369
Gemma 4 31B,Stochastic,run_2,Uncertainty,SocialJudgment,False,191,9,0.04712041884816754,0.1256544502617801,0.33507853403141363,1.119140625
Gemma 4 31B,Stochastic,run_2,Uncertainty,Behavioral,False,191,10,0.05235602094240838,0.1256544502617801,0.6230366492146597,0.6687675070028012
Gemma 4 31B,Stochastic,run_2,Uncertainty,ClaimComparison,False,191,9,0.04712041884816754,0.1256544502617801,0.5392670157068062,0.6953883495145632
Gemma 4 31B,Stochastic,run_2,Uncertainty,Payoff,False,191,8,0.041884816753926704,0.1256544502617801,0.23036649214659685,1.446969696969697
Gemma 4 31B,Stochastic,run_2,Uncertainty,Uncertainty,True,191,24,0.1256544502617801,0.1256544502617801,0.1256544502617801,
Gemma 4 31B,Stochastic,run_3,Mechanical,Mechanical,True,191,101,0.5287958115183246,0.5287958115183246,0.5287958115183246,
Gemma 4 31B,Stochastic,run_3,Mechanical,Testimony,False,191,99,0.518324607329843,0.5287958115183246,0.9842931937172775,0.995839477564778
Gemma 4 31B,Stochastic,run_3,Mechanical,SocialJudgment,False,191,25,0.13089005235602094,0.5287958115183246,0.2931937172774869,0.8442362093352195
Gemma 4 31B,Stochastic,run_3,Mechanical,Behavioral,False,191,59,0.3089005235602094,0.5287958115183246,0.6073298429319371,0.961847046773643
Gemma 4 31B,Stochastic,run_3,Mechanical,ClaimComparison,False,191,48,0.2513089005235602,0.5287958115183246,0.5863874345549738,0.8104667609618106
Gemma 4 31B,Stochastic,run_3,Mechanical,Payoff,False,191,28,0.14659685863874344,0.5287958115183246,0.2879581151832461,0.9627362736273626
Gemma 4 31B,Stochastic,run_3,Mechanical,Uncertainty,False,191,5,0.02617801047120419,0.5287958115183246,0.08376963350785341,0.5909653465346535
Gemma 4 31B,Stochastic,run_3,Testimony,Mechanical,False,191,99,0.518324607329843,0.9842931937172775,0.5287958115183246,0.995839477564778
Gemma 4 31B,Stochastic,run_3,Testimony,Testimony,True,191,188,0.9842931937172775,0.9842931937172775,0.9842931937172775,
Gemma 4 31B,Stochastic,run_3,Testimony,SocialJudgment,False,191,55,0.2879581151832461,0.9842931937172775,0.2931937172774869,0.997815349544073
Gemma 4 31B,Stochastic,run_3,Testimony,Behavioral,False,191,115,0.6020942408376964,0.9842931937172775,0.6073298429319371,1.0071991929567132
Gemma 4 31B,Stochastic,run_3,Testimony,ClaimComparison,False,191,112,0.5863874345549738,0.9842931937172775,0.5863874345549738,1.0159574468085106
Gemma 4 31B,Stochastic,run_3,Testimony,Payoff,False,191,54,0.28272251308900526,0.9842931937172775,0.2879581151832461,0.997485493230174
Gemma 4 31B,Stochastic,run_3,Testimony,Uncertainty,False,191,16,0.08376963350785341,0.9842931937172775,0.08376963350785341,1.0159574468085106
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Mechanical,False,191,25,0.13089005235602094,0.2931937172774869,0.5287958115183246,0.8442362093352195
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Testimony,False,191,55,0.2879581151832461,0.2931937172774869,0.9842931937172775,0.997815349544073
Gemma 4 31B,Stochastic,run_3,SocialJudgment,SocialJudgment,True,191,56,0.2931937172774869,0.2931937172774869,0.2931937172774869,
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Behavioral,False,191,33,0.17277486910994763,0.2931937172774869,0.6073298429319371,0.9702894088669951
Gemma 4 31B,Stochastic,run_3,SocialJudgment,ClaimComparison,False,191,24,0.1256544502617801,0.2931937172774869,0.5863874345549738,0.7308673469387756
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Payoff,False,191,9,0.04712041884816754,0.2931937172774869,0.2879581151832461,0.5581168831168831
Gemma 4 31B,Stochastic,run_3,SocialJudgment,Uncertainty,False,191,4,0.020942408376963352,0.2931937172774869,0.08376963350785341,0.8526785714285715
Gemma 4 31B,Stochastic,run_3,Behavioral,Mechanical,False,191,59,0.3089005235602094,0.6073298429319371,0.5287958115183246,0.961847046773643
Gemma 4 31B,Stochastic,run_3,Behavioral,Testimony,False,191,115,0.6020942408376964,0.6073298429319371,0.9842931937172775,1.0071991929567132
Gemma 4 31B,Stochastic,run_3,Behavioral,SocialJudgment,False,191,33,0.17277486910994763,0.6073298429319371,0.2931937172774869,0.9702894088669951
Gemma 4 31B,Stochastic,run_3,Behavioral,Behavioral,True,191,116,0.6073298429319371,0.6073298429319371,0.6073298429319371,
Gemma 4 31B,Stochastic,run_3,Behavioral,ClaimComparison,False,191,74,0.387434554973822,0.6073298429319371,0.5863874345549738,1.0879002463054188
Gemma 4 31B,Stochastic,run_3,Behavioral,Payoff,False,191,34,0.17801047120418848,0.6073298429319371,0.2879581151832461,1.0178683385579936
Gemma 4 31B,Stochastic,run_3,Behavioral,Uncertainty,False,191,6,0.031413612565445025,0.6073298429319371,0.08376963350785341,0.6174568965517241
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Mechanical,False,191,48,0.2513089005235602,0.5863874345549738,0.5287958115183246,0.8104667609618106
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Testimony,False,191,112,0.5863874345549738,0.5863874345549738,0.9842931937172775,1.0159574468085106
Gemma 4 31B,Stochastic,run_3,ClaimComparison,SocialJudgment,False,191,24,0.1256544502617801,0.5863874345549738,0.2931937172774869,0.7308673469387756
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Behavioral,False,191,74,0.387434554973822,0.5863874345549738,0.6073298429319371,1.0879002463054188
Gemma 4 31B,Stochastic,run_3,ClaimComparison,ClaimComparison,True,191,112,0.5863874345549738,0.5863874345549738,0.5863874345549738,
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Payoff,False,191,23,0.12041884816753927,0.5863874345549738,0.2879581151832461,0.7131493506493507
Gemma 4 31B,Stochastic,run_3,ClaimComparison,Uncertainty,False,191,10,0.05235602094240838,0.5863874345549738,0.08376963350785341,1.0658482142857144
Gemma 4 31B,Stochastic,run_3,Payoff,Mechanical,False,191,28,0.14659685863874344,0.2879581151832461,0.5287958115183246,0.9627362736273626
Gemma 4 31B,Stochastic,run_3,Payoff,Testimony,False,191,54,0.28272251308900526,0.2879581151832461,0.9842931937172775,0.997485493230174
Gemma 4 31B,Stochastic,run_3,Payoff,SocialJudgment,False,191,9,0.04712041884816754,0.2879581151832461,0.2931937172774869,0.5581168831168831
Gemma 4 31B,Stochastic,run_3,Payoff,Behavioral,False,191,34,0.17801047120418848,0.2879581151832461,0.6073298429319371,1.0178683385579936
Gemma 4 31B,Stochastic,run_3,Payoff,ClaimComparison,False,191,23,0.12041884816753927,0.2879581151832461,0.5863874345549738,0.7131493506493507
Gemma 4 31B,Stochastic,run_3,Payoff,Payoff,True,191,55,0.2879581151832461,0.2879581151832461,0.2879581151832461,
Gemma 4 31B,Stochastic,run_3,Payoff,Uncertainty,False,191,5,0.02617801047120419,0.2879581151832461,0.08376963350785341,1.0852272727272725
Gemma 4 31B,Stochastic,run_3,Uncertainty,Mechanical,False,191,5,0.02617801047120419,0.08376963350785341,0.5287958115183246,0.5909653465346535
Gemma 4 31B,Stochastic,run_3,Uncertainty,Testimony,False,191,16,0.08376963350785341,0.08376963350785341,0.9842931937172775,1.0159574468085106
Gemma 4 31B,Stochastic,run_3,Uncertainty,SocialJudgment,False,191,4,0.020942408376963352,0.08376963350785341,0.2931937172774869,0.8526785714285715
Gemma 4 31B,Stochastic,run_3,Uncertainty,Behavioral,False,191,6,0.031413612565445025,0.08376963350785341,0.6073298429319371,0.6174568965517241
Gemma 4 31B,Stochastic,run_3,Uncertainty,ClaimComparison,False,191,10,0.05235602094240838,0.08376963350785341,0.5863874345549738,1.0658482142857144
Gemma 4 31B,Stochastic,run_3,Uncertainty,Payoff,False,191,5,0.02617801047120419,0.08376963350785341,0.2879581151832461,1.0852272727272725
Gemma 4 31B,Stochastic,run_3,Uncertainty,Uncertainty,True,191,16,0.08376963350785341,0.08376963350785341,0.08376963350785341,
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Mechanical,True,191,103,0.5392670157068062,0.5392670157068062,0.5392670157068062,
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Testimony,False,191,102,0.5340314136125655,0.5392670157068062,0.9895287958115183,1.0007705347511173
Gemma 4 31B,Greedy,greedy_t0,Mechanical,SocialJudgment,False,191,23,0.12041884816753927,0.5392670157068062,0.3036649214659686,0.735353197187814
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Behavioral,False,191,55,0.2879581151832461,0.5392670157068062,0.612565445026178,0.8717118911293669
Gemma 4 31B,Greedy,greedy_t0,Mechanical,ClaimComparison,False,191,57,0.29842931937172773,0.5392670157068062,0.5968586387434555,0.9271844660194175
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Payoff,False,191,28,0.14659685863874344,0.5392670157068062,0.2931937172774869,0.9271844660194176
Gemma 4 31B,Greedy,greedy_t0,Mechanical,Uncertainty,False,191,6,0.031413612565445025,0.5392670157068062,0.07853403141361257,0.7417475728155339
Gemma 4 31B,Greedy,greedy_t0,Testimony,Mechanical,False,191,102,0.5340314136125655,0.9895287958115183,0.5392670157068062,1.0007705347511173
Gemma 4 31B,Greedy,greedy_t0,Testimony,Testimony,True,191,189,0.9895287958115183,0.9895287958115183,0.9895287958115183,
Gemma 4 31B,Greedy,greedy_t0,Testimony,SocialJudgment,False,191,57,0.29842931937172773,0.9895287958115183,0.3036649214659686,0.9931581828133552
Gemma 4 31B,Greedy,greedy_t0,Testimony,Behavioral,False,191,116,0.6073298429319371,0.9895287958115183,0.612565445026178,1.0019445575001131
Gemma 4 31B,Greedy,greedy_t0,Testimony,ClaimComparison,False,191,114,0.5968586387434555,0.9895287958115183,0.5968586387434555,1.0105820105820107
Gemma 4 31B,Greedy,greedy_t0,Testimony,Payoff,False,191,55,0.2879581151832461,0.9895287958115183,0.2931937172774869,0.9925359032501891
Gemma 4 31B,Greedy,greedy_t0,Testimony,Uncertainty,False,191,14,0.07329842931937172,0.9895287958115183,0.07853403141361257,0.9432098765432099
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Mechanical,False,191,23,0.12041884816753927,0.3036649214659686,0.5392670157068062,0.735353197187814
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Testimony,False,191,57,0.29842931937172773,0.3036649214659686,0.9895287958115183,0.9931581828133552
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,SocialJudgment,True,191,58,0.3036649214659686,0.3036649214659686,0.3036649214659686,
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Behavioral,False,191,38,0.19895287958115182,0.3036649214659686,0.612565445026178,1.06955496610669
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,ClaimComparison,False,191,31,0.16230366492146597,0.3036649214659686,0.5968586387434555,0.8954930429522082
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Payoff,False,191,13,0.06806282722513089,0.3036649214659686,0.2931937172774869,0.7644704433497538
Gemma 4 31B,Greedy,greedy_t0,SocialJudgment,Uncertainty,False,191,6,0.031413612565445025,0.3036649214659686,0.07853403141361257,1.3172413793103448
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Mechanical,False,191,55,0.2879581151832461,0.612565445026178,0.5392670157068062,0.8717118911293669
Gemma 4 31B,Greedy,greedy_t0,Behavioral,Testimony,False,191,116,0.6073298429319371,0.612565445026178,0.9895287958115183,1.0019445575001131
