model,decoding_group,category_a,category_b,is_diagonal,n_runs,support_mean,support_total,joint_prevalence_mean,lift_mean,lift_sd
Gemma 4 4B,Stochastic,Uncertainty,Testimony,False,3,56.0,168,0.29319371727748694,0.9145544073302906,0.04426883465851245
Gemma 4 4B,Stochastic,Uncertainty,Uncertainty,True,3,81.33333333333333,244,0.4258289703315881,,
Gemma 4 4B,Greedy,Behavioral,Behavioral,True,1,96.0,96,0.5026178010471204,,
Gemma 4 4B,Greedy,Behavioral,ClaimComparison,False,1,27.0,27,0.14136125654450263,1.413651315789474,
Gemma 4 4B,Greedy,Behavioral,Mechanical,False,1,7.0,7,0.03664921465968586,0.9947916666666667,
Gemma 4 4B,Greedy,Behavioral,Payoff,False,1,58.0,58,0.3036649214659686,0.8423053527980535,
Gemma 4 4B,Greedy,Behavioral,SocialJudgment,False,1,49.0,49,0.25654450261780104,0.9465008090614887,
Gemma 4 4B,Greedy,Behavioral,Testimony,False,1,70.0,70,0.36649214659685864,1.0165754257907542,
Gemma 4 4B,Greedy,Behavioral,Uncertainty,False,1,35.0,35,0.18324607329842932,0.9043560606060607,
Gemma 4 4B,Greedy,ClaimComparison,Behavioral,False,1,27.0,27,0.14136125654450263,1.413651315789474,
Gemma 4 4B,Greedy,ClaimComparison,ClaimComparison,True,1,38.0,38,0.19895287958115182,,
Gemma 4 4B,Greedy,ClaimComparison,Mechanical,False,1,2.0,2,0.010471204188481676,0.718045112781955,
Gemma 4 4B,Greedy,ClaimComparison,Payoff,False,1,23.0,23,0.12041884816753927,0.8438340376488667,
Gemma 4 4B,Greedy,ClaimComparison,SocialJudgment,False,1,13.0,13,0.06806282722513089,0.6343893714869699,
Gemma 4 4B,Greedy,ClaimComparison,Testimony,False,1,38.0,38,0.19895287958115182,1.3941605839416058,
Gemma 4 4B,Greedy,ClaimComparison,Uncertainty,False,1,9.0,9,0.04712041884816754,0.5874914559125086,
Gemma 4 4B,Greedy,Mechanical,Behavioral,False,1,7.0,7,0.03664921465968586,0.9947916666666667,
Gemma 4 4B,Greedy,Mechanical,ClaimComparison,False,1,2.0,2,0.010471204188481676,0.718045112781955,
Gemma 4 4B,Greedy,Mechanical,Mechanical,True,1,14.0,14,0.07329842931937172,,
Gemma 4 4B,Greedy,Mechanical,Payoff,False,1,12.0,12,0.06282722513089005,1.194994786235662,
Gemma 4 4B,Greedy,Mechanical,SocialJudgment,False,1,5.0,5,0.02617801047120419,0.6622746185852983,
Gemma 4 4B,Greedy,Mechanical,Testimony,False,1,14.0,14,0.07329842931937172,1.3941605839416058,
Gemma 4 4B,Greedy,Mechanical,Uncertainty,False,1,3.0,3,0.015706806282722512,0.5315398886827458,
Gemma 4 4B,Greedy,Payoff,Behavioral,False,1,58.0,58,0.3036649214659686,0.8423053527980535,
Gemma 4 4B,Greedy,Payoff,ClaimComparison,False,1,23.0,23,0.12041884816753927,0.8438340376488667,
Gemma 4 4B,Greedy,Payoff,Mechanical,False,1,12.0,12,0.06282722513089005,1.194994786235662,
Gemma 4 4B,Greedy,Payoff,Payoff,True,1,137.0,137,0.7172774869109948,,
Gemma 4 4B,Greedy,Payoff,SocialJudgment,False,1,80.0,80,0.418848167539267,1.0828431719934803,
Gemma 4 4B,Greedy,Payoff,Testimony,False,1,104.0,104,0.5445026178010471,1.058340881240343,
