repeat,fold,n_test_games,selected_penalty,mean_loss,mean_agreement,model,representation,block
0,2,37,10.0,1.6504785270384117,0.37837837837837834,2B,rate_overall,combined
0,3,37,100.0,1.6026274951533634,0.41441441441441446,2B,rate_overall,combined
0,4,37,100.0,1.3945196584910398,0.4594594594594595,2B,rate_overall,combined
1,0,39,100.0,1.364807852121742,0.5384615384615383,2B,rate_overall,combined
1,1,38,10.0,1.4991287421794433,0.37719298245614036,2B,rate_overall,combined
1,2,36,10.0,1.5411037326809907,0.3055555555555556,2B,rate_overall,combined
1,3,38,10.0,1.7129699499446622,0.3771929824561403,2B,rate_overall,combined
1,4,38,10.0,1.3665132548942969,0.42105263157894735,2B,rate_overall,combined
2,0,40,100.0,1.5688335110823786,0.3833333333333333,2B,rate_overall,combined
2,1,47,10.0,1.5028842270967373,0.43971631205673756,2B,rate_overall,combined
2,2,32,100.0,1.5263857292677152,0.34374999999999994,2B,rate_overall,combined
2,3,34,100.0,1.3590346408829042,0.4901960784313725,2B,rate_overall,combined
2,4,36,100.0,1.4744041499021432,0.38888888888888895,2B,rate_overall,combined
3,0,41,100.0,1.4724795918580136,0.4634146341463415,2B,rate_overall,combined
3,1,37,10.0,1.7067416696586264,0.34234234234234234,2B,rate_overall,combined
3,2,37,10.0,1.3440555323822492,0.46846846846846846,2B,rate_overall,combined
3,3,35,100.0,1.4541418415439207,0.43809523809523815,2B,rate_overall,combined
3,4,39,100.0,1.5921516462364296,0.3675213675213675,2B,rate_overall,combined
4,0,37,100.0,1.4927700373902735,0.3153153153153153,2B,rate_overall,combined
4,1,40,100.0,1.4818438005945755,0.425,2B,rate_overall,combined
4,2,33,100.0,1.637429400511447,0.44444444444444436,2B,rate_overall,combined
4,3,42,100.0,1.5009179682702227,0.38888888888888884,2B,rate_overall,combined
4,4,37,10.0,1.420510054033218,0.4234234234234234,2B,rate_overall,combined
0,0,39,1000.0,1.6068202671092968,0.188034188034188,2B,count_temporal,strategy
0,1,39,1000.0,1.5895682635438177,0.17094017094017092,2B,count_temporal,strategy
0,2,37,100.0,1.787782840796973,0.18018018018018017,2B,count_temporal,strategy
0,3,37,100.0,1.8458466538860916,0.22522522522522523,2B,count_temporal,strategy
0,4,37,100.0,1.6868175434044255,0.16216216216216214,2B,count_temporal,strategy
1,0,39,100.0,1.6547523797987196,0.2649572649572649,2B,count_temporal,strategy
1,1,38,100.0,1.6791764388275745,0.17543859649122806,2B,count_temporal,strategy
1,2,36,1000.0,1.6896602395410758,0.287037037037037,2B,count_temporal,strategy
1,3,38,100.0,1.7818702004700433,0.20175438596491227,2B,count_temporal,strategy
1,4,38,100.0,1.6804798953745965,0.2807017543859649,2B,count_temporal,strategy
2,0,40,100.0,1.8253429438869186,0.21666666666666665,2B,count_temporal,strategy
2,1,47,100.0,1.6663236922731304,0.22695035460992907,2B,count_temporal,strategy
2,2,32,100.0,1.7386097277672157,0.25,2B,count_temporal,strategy
